Field	en	af	my	et	et-placeholders	et	et-placeholders	fi	fi-placeholders	fi	fi-placeholders	fi	fi-placeholders	fr	fr-placeholders	fr	fr-placeholders	fr	fr-placeholders	he	he-placeholders	he	he-placeholders	it	it-placeholders	it	it-placeholders	jv	es	es-placeholders	es	es-placeholders	sw	th	uk	uk-placeholders	uk	uk-placeholders	uk	uk-placeholders	uk	uk-placeholders	qu	qu-placeholders	ur	ur-placeholders	ur	ur-placeholders	eu	ar	bg	bg-placeholders	bg	bg-placeholders	bg	bg-placeholders	bn	nl	nl-placeholders	nl	nl-placeholders	zh	de	de-placeholders	de	de-placeholders	de	de-placeholders	ka	hi	hi-placeholders	hi	hi-placeholders	ht	id	ru	ru-placeholders	ru	ru-placeholders	ru	ru-placeholders	ru	ru-placeholders	ru	ru-placeholders	ru	ru-placeholders	ru	ru-placeholders	ru	ru-placeholders	ja	ja-placeholders	ja	ja-placeholders	ta	ta-placeholders	ta	ta-placeholders	ta	ta-placeholders	ta	ta-placeholders	kk	fa	fa-placeholders	fa	fa-placeholders	fa	fa-placeholders	ko	pl	pl-placeholders	pl	pl-placeholders	pl	pl-placeholders	pl	pl-placeholders	pl	pl-placeholders	pl	pl-placeholders	hu	hu-placeholders	hu	hu-placeholders	pt	pt-placeholders	pt	pt-placeholders	ms	az	el	el-placeholders	el	el-placeholders	el	el-placeholders	gu	ha	lt	lt-placeholders	lt	lt-placeholders	lt	lt-placeholders	ml	mr	mr-placeholders	mr	mr-placeholders	mr	mr-placeholders	pa	pa-placeholders	pa	pa-placeholders	tl	te	tr	tr-placeholders	tr	tr-placeholders	vi	vi-placeholders	vi	vi-placeholders	vi	vi-placeholders	vi	vi-placeholders	wo	yo	yo-placeholders	yo	yo-placeholders
profession	an administrator	’n administrateur	အုပ်ချုပ်ရေးမှူး တစ်ဦး	administraator				ylläpitäjä						administrateur						מנהלן				un amministratore				administrator	un administrador				msimamizi	ผู้บริหาร	адміністратор								kamachiqmi		منتظم				administratzailea	مسؤول	администратор						একজন প্রশাসক	een beheerder				一位行政人员	ein Sachbearbeiter						ადმინისტრატორი	एक एडमिनिस्ट्रेटर				yon administratè	administrator	администратор																行政官				ஒரு நிர்வாகி								әкімші	یک مدیر						관리자	administrator												adminisztrátor				um administrador				pentadbir	inzibatçıdır	διαχειριστής						વહિવટકાર	mai gudanarwa	administratorius						ഒരു അഡ്മിനിസ്ട്രേറ്റർ	एक प्रशासक						ਇੱਕ ਪ੍ਰਬੰਧਕ				administrador	అడ్మినిస్ట్రేటర్	bir yönetici				một quản lý								ab saytukat	alábòójútó kan			
profession	a nurse	’n verpleegster	သူနာပြု တစ်ဦး	meditsiiniõde				sairaanhoitaja						infirmier						אח				un infermiere				perawat	una enfermera				muuguzi	พยาบาล	медбрат								hanpiq yanapaqmi		نرس				erizaina	ممرض	медицинска сестра						একজন নার্স	een verpleegster				一位护士	ein Krankenpfleger						მომვლელი	एक नर्स				yon enfimyè	perawat	медбрат																看護士				ஒரு செவிலியர்								медбике	یک پرستار						간호사	pielęgniarz												ápoló				um enfermeiro				jururawat	tibb bacısıdır	νοσηλευτής						નર્સ	mai aikin jiyya	slaugytojas						ഒരു നഴ്സ്	एक परिचारिका						ਇੱਕ ਨਰਸ				nars	నర్సు	bir hemşire				một y tá								ab fajkat	nọ́ọ́sì kan			
profession	an investigator	n ondersoeker	စုံစမ်းစစ်ဆေးသူ တစ်ဦး	uurija				tutkija						enquêteur						חוקר				un investigatore				penyidhik	un investigador				mpelelezi	ผู้สอบสวน	слідчий								qatipaqmi		تفتیش کار				ikerlaria	محقق	следовател						একজন তদন্তকারী	een onderzoeker				一位调查员	ein Ermittler						გამომძიებელი	एक जांचकर्ता				yon envestigatè	penyelidik	следователь																捜査官				ஒரு ஆராய்ச்சியாளர்								зерттеуші	یک بازپرس						수사관	śledczy												nyomozó				um investigador				penyiasat	təhqiqatçıdır	ερευνητής						સંશોધક	mai bincike	tyrinėtojas						ഒരു അന്വേഷകൻ	एक अन्वेषक						ਇੱਕ ਤਫ਼ਤੀਸ਼ਕਾਰ				imbestigador	పరిశోధకుడు	bir müfettiş				một thanh tra								ab alkaati	olùsèwádìí kan			
profession	an educator	’n onderwyser	ပညာပေးသူ တစ်ဦး	haridustöötaja				kouluttaja						éducateur						מחנך				un insegnante				pendhidhik	un educador				mwalimu	ครู	викладач								yachachiqmi		معلم				hezitzailea	معلم	учител						একজন শিক্ষাবিদ	een docent				一位教育工作者	ein Erzieher						მასწავლებელი	एक शिक्षक				yon edikatè	pendidik	преподаватель																教育者				ஒரு கல்வியாளர்								тәрбиеші	یک آموزگار						교육자	dydaktyk												oktató				um educador				pendidik	pedaqoqdur	εκπαιδευτής						પ્રશિક્ષક	mai koyarwa	pedagogas						ഒരു അധ്യാപകന്‍	एक अधिशिक्षक						ਇੱਕ ਸਿੱਖਿਅਕ				guro	బోధకుడు	bir eğitmen				một nhà giáo dục								ab jangalekat	olùkọ́ni kan			
profession	an executive	’n uitvoerende hoof	အလုပ်အမှုဆောင် အဖွဲ့ဝင်တစ်ဦး	tippjuht				toimitusjohtaja						cadre						מנהל				un dirigente				pelaksana	un ejecutivo				mkurugenzi	ผู้บริหาร	керівник								llamkachiqmi		ایگزیکٹو				exekutiboa	مدير	ръководител						একজন নির্বাহী	een leidinggevende				一位行政管理人员	eine Führungskraft						აღმასრულებელი	एक एक्ज़ीक्यूटिव				yon dirijan	eksekutif	руководитель																重役				ஒரு நிர்வாகி								мемлекеттік қызметкер	یک مدیر اجرایی						임원	pracownik na stanowisku kierowniczym												vállalatvezető				um executivo				eksekutif	menecerdir	στέλεχος						એક્સિક્યુટિવ	mai zartarwa	vadovas						ഒരു എക്സിക്യുട്ടീവ്	एक कार्याधिकारी						ਇੱਕ ਕਾਰਜਕਾਰੀ				ehekutibo	ఎగ్జిక్యూటివ్	bir yönetici				một giám đốc								ab njiit	alásẹ kan			
profession	an organizer	’n organiseerder	စည်းရုံး‌ရေးမှူး တစ်ဦး	korraldaja				organisaattori						organisateur						מארגן				un organizzatore				panata acara	un organizador				mwandalizi	ผู้จัดงาน	організатор								allichaqmi		ناظم				antolatzailea	منظم	организатор						একজন সংগঠক	een organisator				一位组织者	ein Organisator						ორგანიზატორი	एक आयोजक				yon òganizatè	pengorganisasi	организатор																主催者				ஒரு ஸ்தாபனர்								ұйымдастырушы	یک سازمان‌دهنده						주최자	organizator												szervező				um organizador				pengajur	təşkilatçıdır	διοργανωτής						વ્યવસ્થાપક	mai shiryawa	organizatorius						ഒരു സംഘാടകൻ	एक संयोजक						ਇੱਕ ਆਯੋਜਕ				organizer	ఆర్గనైజర్	bir organizatör				một ngưởi tổ chức								ab noskat	olùsètò kan			
profession	an assistant	’n assistent	အကူလက်ထောက် တစ်ဦး	assistent				apulainen						assistant						עוזר				un assistente				asisten	un asistente				msaidizi	ผู้ช่วย	асистент								yanapaqmi		معاون				laguntzailea	مساعد	асистент						একজন সহকারী	een assistent				一位助理	ein Assistent						ასისტენტი	एक सहायक				yon asistan	asisten	помощник																助手				ஒரு உதவியாளர்								көмекші	یک دستیار						보조원	asystent												aszisztens				um assistente				pembantu	köməkçidir	βοηθός						મદદનીશ	mataimaki	asistentas						ഒരു സഹായി	एक सहायक						ਇੱਕ ਸਹਾਇਕ				assistant	అసిస్టెంట్	bir asistan				một trợ lý								ab jappalekat	amúgbálẹ́gbẹ̀ẹ́ kan			
profession	an artist	’n kunstenaar	အနှပညာရှင် တစ်ဦး	kunstnik				taiteilija						artiste						אומן				un artista				seniman	un artista				msanii	ศิลปิน	художник								takiq tusuqmi		فن کار				artista	فنان	художник						একজন শিল্পী	een artiest				一位美术家	ein Künstler						არტისტი	एक कलाकार				yon atis	artis	художник																芸術家				ஒரு கலைஞர்								суретші	یک هنرمند						예술가	artysta												művész				um artista				pelukis	rəssamdır	καλλιτέχνης						કલાકાર	mai zane-zane	artistas						ഒരു കലാകാരൻ	एक कलाकार						ਇੱਕ ਕਲਾਕਾਰ				artist	ఆర్టిస్ట్	bir sanatçı				một nghệ sỹ								ab fentkat	onisẹ́ ọnà kan			
profession	an architect	’n argitek	ဗိသုကာပညာရှင် တစ်ဦး	arhitekt				arkkitehti						architecte						אדריכל				un architetto				arsitek	un arquitecto				msanifu-majengo	สถาปนิก	архітектор								arquitectom		ماہرِ تعمیرات				arkitektoa	معماري	архитект						একজন স্থপতি	een architect				一位建筑师	ein Architekt						არქიტექტორი	एक आर्किटेक्ट				yon achitèk	arsitek	архитектор																建築家				ஒரு கட்டிடக் கலைஞர்								сәулетші	یک معمار						건축가	architekt												építész				um arquiteto				arkitek	memardır	αρχιτέκτονας						આર્કિટેક્ટ	mai zane-zane	architektas						ഒരു ആർക്കിടെക്റ്റ്	एक वास्तुशिल्पी						ਇੱਕ ਆਰਕੀਟੈਕਟ				arkitekto	ఆర్కిటెక్ట్స్	bir mimar				một kiến trúc sư								ab arsitek	ayàwórán ilé kan			
profession	an actress	’n aktrise	အမျိုးသမီးဇာတ်ဆောင် တစ်ဦး	näitlejanna				näyttelijä						actrice						שחקנית				un'attrice				aktris	una actriz				mwigizaji	นักแสดงหญิง	актриса								pukllaqmi		اداکارہ				aktorea	ممثلة	актриса						একজন অভিনেত্রী	een actrice				一位女演员	eine Schauspielerin						მსახიობი	एक अभिनेत्री				yon aktris	aktris	актриса																女優				ஒரு நடிகை								әртіс	یک بازیگر						여배우	aktorka												színésznő				uma atriz				pelakon wanita	aktrisadır	ηθοποιός						અભિનેત્રી	yar wasan kwaikwayo	aktorė						ഒരു അഭിനേത്രി	एक अभिनेत्री						ਇੱਕ ਅਭਿਨੇਤਰੀ				aktres	నటీమణి	bir aktris				một nữ diễn viên								ab aktër	òsèré arábirin kan			
profession	an editor	’n redakteur	စာတည်းဖြတ်သူ တစ်ဦး	toimetaja				toimittaja						rédacteur en chef						עורך				un editore				editor	un editor				mhariri	บรรณาธิการ	редактор								qawapaqmi		ایڈیٹر				argitaratzailea	محرر	редактор						একজন সম্পাদক	een redacteur				一位编辑	ein Redakteur						რედაქტორი	एक संपादक				yon editè	editor	редактор																編集者				ஒரு பதிப்பாசிரியர்								редактор	یک ویراستار						편집인	redaktor												szerkesztő				um editor				penyunting	redaktordur	εκδότης						સંપાદક	edita	redaktorius						ഒരു എഡിറ്റർ	एक संपादक						ਇੱਕ ਸੰਪਾਦਕ				editor	ఎడిటర్	bir editör				một biên tập viên								ab moolkat	olùsàtúnkọ kan			
